year,workstat,prestige,divorce,widowed,educ,reg16,babies,preteen,teens,income,region,attend,happy,owngun,tvhours,vhappy,mothfath16,black,gwbush04,female,blackfemale,gwbush00,occattend,regattend,y94,y96,y98,y00,y02,y04,y06,unem10
1998,keeping house,35,yes,NA,4,e. sou. central,0,0,0,$10000 - 14999,e. sou. central,every week,very happy,NA,5,1,1,0,NA,1,0,NA,0,0,0,0,1,0,0,0,0,0
1998,retired,69,yes,NA,18,e. sou. central,0,0,0,$20000 - 24999,e. sou. central,every week,pretty happy,iap,NA,0,0,0,NA,0,0,NA,0,0,0,0,1,0,0,0,0,0
1998,working parttime,66,no,iap,18,w. sou. central,0,0,1,$25000 or more,e. sou. central,every week,very happy,yes,1,1,1,0,NA,1,0,NA,0,0,0,0,1,0,0,0,0,NA
1998,retired,69,NA,iap,6,e. sou. central,0,0,0,$8000 to 9999,e. sou. central,more thn once wk,very happy,yes,NA,1,0,0,NA,0,0,NA,0,1,0,0,1,0,0,0,0,0
1998,retired,24,NA,NA,11,e. sou. central,0,0,0,$1000 to 2999,e. sou. central,once a year,not too happy,NA,4,0,0,1,NA,0,0,NA,0,0,0,0,1,0,0,0,0,0
1998,keeping house,36,no,iap,12,e. sou. central,0,0,0,$15000 - 19999,e. sou. central,lt once a year,pretty happy,NA,5,0,1,0,NA,1,0,NA,0,0,0,0,1,0,0,0,0,1
1998,keeping house,25,no,iap,5,e. sou. central,0,0,0,$3000 to 3999,e. sou. central,NA,very happy,yes,NA,1,0,1,NA,1,1,NA,NA,NA,0,0,1,0,0,0,0,0
1998,retired,NA,no,NA,6,e. sou. central,0,0,0,$6000 to 6999,e. sou. central,every week,pretty happy,NA,10,0,1,1,NA,1,1,NA,0,0,0,0,1,0,0,0,0,0
1998,retired,23,no,yes,6,e. sou. central,0,0,0,$7000 to 7999,e. sou. central,every week,very happy,NA,0,1,1,1,NA,0,0,NA,0,0,0,0,1,0,0,0,0,0
1998,working parttime,22,NA,NA,15,e. sou. central,0,0,0,$10000 - 14999,e. sou. central,nrly every week,very happy,yes,NA,1,1,0,NA,1,0,NA,0,1,0,0,1,0,0,0,0,0
1998,school,42,no,iap,14,middle atlantic,1,0,0,$20000 - 24999,mountain,never,pretty happy,iap,NA,0,1,0,NA,0,0,NA,0,0,0,0,1,0,0,0,0,1
1998,working fulltime,33,NA,NA,11,mountain,0,0,0,$25000 or more,mountain,never,pretty happy,yes,1,0,0,0,NA,0,0,NA,0,0,0,0,1,0,0,0,0,NA
1998,working fulltime,45,NA,NA,15,mountain,0,0,0,$25000 or more,mountain,once a month,very happy,NA,3,1,1,0,NA,0,0,NA,1,0,0,0,1,0,0,0,0,0
1998,working fulltime,22,NA,NA,16,mountain,0,0,0,$10000 - 14999,mountain,never,not too happy,yes,1,0,0,0,NA,1,0,NA,0,0,0,0,1,0,0,0,0,NA
1998,keeping house,29,no,iap,10,mountain,1,0,1,$10000 - 14999,mountain,sevrl times a yr,pretty happy,NA,8,0,0,0,NA,1,0,NA,1,0,0,0,1,0,0,0,0,1
1998,working fulltime,40,no,iap,16,w. nor. central,0,0,0,$25000 or more,mountain,once a year,very happy,iap,2,1,1,0,NA,0,0,NA,0,0,0,0,1,0,0,0,0,NA
1998,working fulltime,40,yes,iap,16,e. nor. central,1,0,0,$25000 or more,mountain,nrly every week,pretty happy,NA,2,0,1,0,NA,1,0,NA,0,1,0,0,1,0,0,0,0,0
1998,working parttime,36,NA,NA,11,mountain,0,2,1,$25000 or more,mountain,once a year,pretty happy,yes,NA,0,0,0,NA,0,0,NA,0,0,0,0,1,0,0,0,0,1
1998,working fulltime,29,NA,NA,12,mountain,0,3,2,$8000 to 9999,mountain,lt once a year,pretty happy,NA,5,0,0,0,NA,1,0,NA,0,0,0,0,1,0,0,0,0,1
1998,working parttime,74,NA,yes,20,south atlantic,0,0,0,$10000 - 14999,mountain,never,very happy,NA,0,1,1,0,NA,1,0,NA,0,0,0,0,1,0,0,0,0,1
1998,school,46,NA,NA,15,pacific,0,0,0,$5000 to 5999,mountain,never,very happy,iap,3,1,0,0,NA,1,0,NA,0,0,0,0,1,0,0,0,0,NA
1998,"unempl, laid off",50,NA,NA,17,pacific,0,0,0,$25000 or more,mountain,every week,very happy,iap,1,1,0,0,NA,0,0,NA,0,0,0,0,1,0,0,0,0,NA
1998,working fulltime,59,no,iap,18,w. nor. central,0,0,0,$25000 or more,mountain,nrly every week,very happy,iap,NA,1,1,0,NA,0,0,NA,0,1,0,0,1,0,0,0,0,1
1998,working fulltime,51,NA,NA,14,south atlantic,0,0,0,$6000 to 6999,mountain,once a month,pretty happy,NA,3,0,0,0,NA,1,0,NA,1,0,0,0,1,0,0,0,0,0
1998,working parttime,64,no,NA,18,mountain,0,2,0,$25000 or more,mountain,every week,pretty happy,iap,2,0,0,0,NA,1,0,NA,0,0,0,0,1,0,0,0,0,1
1998,working fulltime,72,no,iap,20,south atlantic,0,0,0,$25000 or more,mountain,lt once a year,very happy,yes,1,1,0,0,NA,0,0,NA,0,0,0,0,1,0,0,0,0,NA
1998,working fulltime,66,NA,iap,15,pacific,0,1,0,$25000 or more,mountain,every week,very happy,yes,NA,1,1,0,NA,1,0,NA,0,0,0,0,1,0,0,0,0,0
1998,working fulltime,46,yes,iap,16,foreign,0,0,2,$25000 or more,mountain,never,pretty happy,yes,2,0,1,0,NA,0,0,NA,0,0,0,0,1,0,0,0,0,0
1998,retired,74,no,iap,14,mountain,0,0,1,lt $1000,mountain,sevrl times a yr,very happy,yes,2,1,0,0,NA,0,0,NA,1,0,0,0,1,0,0,0,0,NA
1998,"unempl, laid off",51,NA,NA,12,mountain,0,0,0,$15000 - 19999,mountain,once a year,not too happy,NA,6,0,0,0,NA,1,0,NA,0,0,0,0,1,0,0,0,0,1
1998,"unempl, laid off",22,NA,NA,9,mountain,0,4,1,$10000 - 14999,mountain,once a month,pretty happy,yes,4,0,0,0,NA,0,0,NA,1,0,0,0,1,0,0,0,0,NA
1998,working fulltime,21,yes,iap,12,mountain,0,0,1,NA,mountain,never,very happy,iap,NA,1,1,0,NA,0,0,NA,0,0,0,0,1,0,0,0,0,0
1998,working fulltime,40,no,iap,13,mountain,0,1,0,$25000 or more,mountain,2-3x a month,pretty happy,NA,3,0,1,0,NA,1,0,NA,1,0,0,0,1,0,0,0,0,0
1998,working fulltime,51,no,iap,16,mountain,0,0,0,$25000 or more,mountain,never,pretty happy,NA,2,0,0,0,NA,1,0,NA,0,0,0,0,1,0,0,0,0,0
1998,working fulltime,51,NA,NA,16,w. nor. central,0,1,0,$25000 or more,mountain,sevrl times a yr,very happy,iap,0,1,1,0,NA,1,0,NA,1,0,0,0,1,0,0,0,0,0
1998,retired,44,no,yes,11,mountain,0,0,0,$4000 to 4999,mountain,never,very happy,yes,4,1,1,0,NA,0,0,NA,0,0,0,0,1,0,0,0,0,NA
1998,keeping house,21,no,iap,11,mountain,1,0,0,$10000 - 14999,mountain,never,not too happy,yes,NA,0,0,0,NA,1,0,NA,0,0,0,0,1,0,0,0,0,1
1998,working parttime,52,no,iap,16,e. nor. central,0,0,2,$25000 or more,mountain,nrly every week,not too happy,yes,NA,0,1,0,NA,1,0,NA,0,1,0,0,1,0,0,0,0,1
1998,working parttime,43,yes,iap,12,mountain,0,0,1,$25000 or more,mountain,lt once a year,pretty happy,yes,3,0,0,0,NA,1,0,NA,0,0,0,0,1,0,0,0,0,NA
1998,retired,64,NA,iap,17,mountain,0,0,0,$15000 - 19999,mountain,nrly every week,pretty happy,NA,4,0,1,0,NA,1,0,NA,0,1,0,0,1,0,0,0,0,0
1998,working fulltime,64,no,iap,14,mountain,0,0,1,$25000 or more,mountain,never,very happy,NA,3,1,1,0,NA,0,0,NA,0,0,0,0,1,0,0,0,0,0
1998,other,49,no,NA,12,pacific,0,0,0,$15000 - 19999,mountain,nrly every week,pretty happy,yes,4,0,1,0,NA,1,0,NA,0,1,0,0,1,0,0,0,0,0
1998,retired,64,no,NA,18,e. nor. central,0,0,0,NA,mountain,every week,pretty happy,yes,4,0,1,0,NA,0,0,NA,0,0,0,0,1,0,0,0,0,NA
1998,keeping house,51,yes,iap,12,mountain,0,0,0,$15000 - 19999,mountain,every week,pretty happy,yes,1,0,1,0,NA,1,0,NA,0,0,0,0,1,0,0,0,0,NA
1998,working fulltime,36,no,iap,14,mountain,0,0,0,NA,mountain,never,very happy,yes,NA,1,1,0,NA,0,0,NA,0,0,0,0,1,0,0,0,0,0
1998,school,60,NA,NA,16,mountain,0,0,0,$25000 or more,mountain,every week,very happy,NA,5,1,0,0,NA,1,0,NA,0,0,0,0,1,0,0,0,0,1
1998,working fulltime,32,yes,iap,12,mountain,0,0,1,$25000 or more,mountain,once a year,pretty happy,yes,3,0,1,0,NA,1,0,NA,0,0,0,0,1,0,0,0,0,NA
1998,working fulltime,45,no,NA,16,mountain,0,0,0,$25000 or more,mountain,once a year,pretty happy,iap,NA,0,1,0,NA,0,0,NA,0,0,0,0,1,0,0,0,0,0
1998,working fulltime,28,NA,yes,14,pacific,0,0,0,$25000 or more,mountain,more thn once wk,pretty happy,NA,2,0,1,0,NA,1,0,NA,0,1,0,0,1,0,0,0,0,0
1998,working fulltime,52,NA,NA,17,w. nor. central,0,0,0,$25000 or more,mountain,nrly every week,pretty happy,NA,1,0,1,0,NA,1,0,NA,0,1,0,0,1,0,0,0,0,1
1998,other,32,NA,iap,12,mountain,0,0,0,$4000 to 4999,mountain,never,not too happy,iap,6,0,1,0,NA,1,0,NA,0,0,0,0,1,0,0,0,0,NA
1998,working fulltime,22,NA,iap,16,mountain,0,1,0,$20000 - 24999,mountain,more thn once wk,very happy,NA,1,1,1,0,NA,1,0,NA,0,1,0,0,1,0,0,0,0,1
1998,working fulltime,49,no,iap,18,mountain,0,0,0,$25000 or more,mountain,more thn once wk,very happy,yes,2,1,0,0,NA,0,0,NA,0,1,0,0,1,0,0,0,0,NA
1998,other,64,no,NA,14,mountain,0,0,0,$10000 - 14999,mountain,every week,very happy,iap,NA,1,0,1,NA,1,1,NA,0,0,0,0,1,0,0,0,0,0
1998,working fulltime,39,yes,NA,11,mountain,0,0,0,$25000 or more,mountain,never,pretty happy,yes,3,0,1,0,NA,0,0,NA,0,0,0,0,1,0,0,0,0,0
1998,working fulltime,66,NA,NA,20,mountain,0,0,0,$25000 or more,mountain,once a year,pretty happy,yes,1,0,1,0,NA,1,0,NA,0,0,0,0,1,0,0,0,0,NA
1998,working parttime,31,NA,NA,13,mountain,0,0,0,$4000 to 4999,mountain,never,not too happy,yes,4,0,0,0,NA,0,0,NA,0,0,0,0,1,0,0,0,0,NA
1998,working parttime,39,yes,iap,12,new england,1,1,0,$25000 or more,new england,once a month,pretty happy,NA,1,0,0,0,NA,1,0,NA,1,0,0,0,1,0,0,0,0,1
1998,working fulltime,47,no,iap,7,new england,0,0,0,NA,new england,never,not too happy,yes,4,0,0,0,NA,0,0,NA,0,0,0,0,1,0,0,0,0,NA
1998,retired,60,no,NA,14,new england,0,0,0,$7000 to 7999,new england,more thn once wk,not too happy,yes,NA,0,1,0,NA,1,0,NA,0,1,0,0,1,0,0,0,0,0
1998,working fulltime,46,NA,iap,14,new england,0,0,1,$25000 or more,new england,lt once a year,pretty happy,NA,5,0,1,0,NA,1,0,NA,0,0,0,0,1,0,0,0,0,0
1998,working fulltime,73,no,iap,11,new england,0,1,1,$25000 or more,new england,every week,pretty happy,NA,3,0,1,0,NA,0,0,NA,0,0,0,0,1,0,0,0,0,0
1998,working fulltime,31,yes,iap,12,new england,0,0,0,$25000 or more,new england,never,very happy,yes,2,1,1,0,NA,1,0,NA,0,0,0,0,1,0,0,0,0,NA
1998,working fulltime,48,NA,NA,12,new england,0,0,0,$5000 to 5999,new england,lt once a year,pretty happy,yes,4,0,0,0,NA,0,0,NA,0,0,0,0,1,0,0,0,0,NA
1998,working fulltime,46,no,iap,12,new england,0,2,0,$25000 or more,new england,every week,very happy,NA,1,1,1,0,NA,1,0,NA,0,0,0,0,1,0,0,0,0,1
1998,working fulltime,44,NA,iap,10,new england,0,0,0,NA,new england,never,not too happy,iap,8,0,1,0,NA,0,0,NA,0,0,0,0,1,0,0,0,0,NA
1998,working fulltime,32,yes,iap,10,new england,0,0,0,$25000 or more,new england,every week,pretty happy,iap,NA,0,1,0,NA,0,0,NA,0,0,0,0,1,0,0,0,0,0
1998,working parttime,23,NA,iap,12,new england,0,0,1,$8000 to 9999,new england,2-3x a month,pretty happy,yes,3,0,1,0,NA,1,0,NA,1,0,0,0,1,0,0,0,0,NA
1998,working fulltime,60,NA,NA,16,middle atlantic,0,0,1,$25000 or more,new england,sevrl times a yr,pretty happy,NA,2,0,1,0,NA,1,0,NA,1,0,0,0,1,0,0,0,0,1
1998,working fulltime,47,NA,iap,12,new england,0,0,0,$25000 or more,new england,sevrl times a yr,pretty happy,yes,NA,0,0,0,NA,0,0,NA,1,0,0,0,1,0,0,0,0,0
1998,retired,44,NA,iap,10,new england,0,0,0,$20000 - 24999,new england,every week,pretty happy,iap,2,0,1,0,NA,0,0,NA,0,0,0,0,1,0,0,0,0,NA
1998,working fulltime,69,no,iap,12,new england,0,1,1,$25000 or more,new england,never,pretty happy,NA,1,0,1,0,NA,1,0,NA,0,0,0,0,1,0,0,0,0,0
1998,working fulltime,53,NA,iap,12,new england,0,0,0,$25000 or more,new england,never,pretty happy,NA,2,0,1,0,NA,0,0,NA,0,0,0,0,1,0,0,0,0,1
1998,working fulltime,46,NA,NA,16,new england,0,0,0,$25000 or more,new england,once a year,pretty happy,NA,0,0,1,0,NA,1,0,NA,0,0,0,0,1,0,0,0,0,1
1998,retired,32,no,iap,12,new england,0,0,0,$25000 or more,new england,every week,very happy,NA,2,1,1,0,NA,1,0,NA,0,0,0,0,1,0,0,0,0,0
1998,retired,31,yes,iap,15,new england,0,0,0,$25000 or more,new england,2-3x a month,pretty happy,iap,2,0,1,0,NA,1,0,NA,1,0,0,0,1,0,0,0,0,NA
1998,keeping house,43,no,iap,12,new england,2,1,1,$25000 or more,new england,every week,pretty happy,yes,3,0,0,0,NA,1,0,NA,0,0,0,0,1,0,0,0,0,NA
1998,retired,51,no,iap,9,south atlantic,0,0,0,NA,south atlantic,2-3x a month,pretty happy,iap,8,0,1,0,NA,0,0,NA,1,0,0,0,1,0,0,0,0,0
1998,retired,47,no,iap,12,south atlantic,0,0,0,$20000 - 24999,south atlantic,every week,pretty happy,NA,4,0,1,0,NA,1,0,NA,0,0,0,0,1,0,0,0,0,0
1998,retired,66,NA,NA,15,middle atlantic,0,0,0,$20000 - 24999,south atlantic,lt once a year,very happy,NA,8,1,0,0,NA,1,0,NA,0,0,0,0,1,0,0,0,0,0
1998,keeping house,30,no,iap,7,south atlantic,0,0,0,$10000 - 14999,south atlantic,every week,pretty happy,iap,4,0,1,0,NA,1,0,NA,0,0,0,0,1,0,0,0,0,0
1998,working fulltime,51,no,iap,16,south atlantic,1,0,1,$25000 or more,south atlantic,sevrl times a yr,pretty happy,yes,1,0,1,0,NA,0,0,NA,1,0,0,0,1,0,0,0,0,NA
1998,other,NA,NA,NA,NA,south atlantic,1,0,0,NA,south atlantic,once a year,pretty happy,NA,4,0,0,0,NA,1,0,NA,0,0,0,0,1,0,0,0,0,0
1998,other,44,no,iap,13,south atlantic,0,0,0,$10000 - 14999,south atlantic,lt once a year,not too happy,iap,NA,0,1,0,NA,0,0,NA,0,0,0,0,1,0,0,0,0,0
1998,retired,64,NA,iap,14,south atlantic,0,0,0,$25000 or more,south atlantic,once a year,pretty happy,yes,3,0,1,0,NA,0,0,NA,0,0,0,0,1,0,0,0,0,NA
1998,working fulltime,36,NA,NA,12,south atlantic,0,0,0,$25000 or more,south atlantic,once a year,pretty happy,NA,1,0,1,1,NA,1,1,NA,0,0,0,0,1,0,0,0,0,0
1998,retired,50,NA,iap,10,south atlantic,0,0,0,$15000 - 19999,south atlantic,never,pretty happy,NA,3,0,0,0,NA,0,0,NA,0,0,0,0,1,0,0,0,0,0
1998,working parttime,42,no,iap,13,south atlantic,0,0,0,$25000 or more,south atlantic,more thn once wk,pretty happy,yes,NA,0,0,0,NA,1,0,NA,0,1,0,0,1,0,0,0,0,0
1998,working fulltime,40,NA,NA,14,middle atlantic,0,0,0,$10000 - 14999,south atlantic,once a month,pretty happy,iap,0,0,1,0,NA,1,0,NA,1,0,0,0,1,0,0,0,0,1
1998,school,29,NA,NA,15,south atlantic,1,0,0,$10000 - 14999,south atlantic,2-3x a month,pretty happy,iap,1,0,1,1,NA,1,1,NA,1,0,0,0,1,0,0,0,0,NA
1998,working fulltime,27,NA,NA,12,pacific,0,0,0,$25000 or more,south atlantic,never,pretty happy,NA,4,0,0,0,NA,0,0,NA,0,0,0,0,1,0,0,0,0,1
1998,working fulltime,29,yes,iap,12,middle atlantic,1,0,0,NA,south atlantic,every week,pretty happy,iap,1,0,1,0,NA,1,0,NA,0,0,0,0,1,0,0,0,0,NA
1998,working fulltime,42,NA,iap,12,south atlantic,0,0,0,$25000 or more,south atlantic,lt once a year,pretty happy,yes,2,0,1,1,NA,0,0,NA,0,0,0,0,1,0,0,0,0,0
1998,working fulltime,66,no,iap,14,pacific,0,0,0,$25000 or more,south atlantic,once a month,pretty happy,NA,NA,0,1,0,NA,1,0,NA,1,0,0,0,1,0,0,0,0,0
1998,working fulltime,51,yes,iap,12,south atlantic,0,0,0,$25000 or more,south atlantic,never,very happy,NA,1,1,1,0,NA,0,0,NA,0,0,0,0,1,0,0,0,0,1
1998,"unempl, laid off",29,NA,NA,12,south atlantic,0,0,0,$25000 or more,south atlantic,sevrl times a yr,pretty happy,NA,5,0,1,0,NA,0,0,NA,1,0,0,0,1,0,0,0,0,1
1998,working parttime,42,no,iap,11,south atlantic,0,0,0,$20000 - 24999,south atlantic,once a year,pretty happy,iap,6,0,1,0,NA,0,0,NA,0,0,0,0,1,0,0,0,0,NA
1998,retired,51,no,iap,13,south atlantic,0,0,0,$25000 or more,south atlantic,more thn once wk,pretty happy,NA,3,0,1,0,NA,1,0,NA,0,1,0,0,1,0,0,0,0,0
1998,working parttime,36,no,iap,10,south atlantic,0,2,0,$25000 or more,south atlantic,every week,very happy,NA,2,1,0,0,NA,0,0,NA,0,0,0,0,1,0,0,0,0,1
1998,working fulltime,66,no,iap,14,south atlantic,0,0,0,$25000 or more,south atlantic,every week,pretty happy,yes,3,0,1,0,NA,1,0,NA,0,0,0,0,1,0,0,0,0,NA
1998,working fulltime,47,NA,iap,12,south atlantic,1,1,2,$25000 or more,south atlantic,sevrl times a yr,not too happy,NA,1,0,1,0,NA,1,0,NA,1,0,0,0,1,0,0,0,0,1
1998,retired,24,yes,NA,6,south atlantic,0,0,0,$7000 to 7999,south atlantic,never,very happy,iap,NA,1,1,0,NA,1,0,NA,0,0,0,0,1,0,0,0,0,0
1998,keeping house,40,no,iap,13,south atlantic,0,0,0,$25000 or more,south atlantic,more thn once wk,very happy,iap,4,1,1,0,NA,1,0,NA,0,1,0,0,1,0,0,0,0,NA
1998,working fulltime,60,no,iap,16,south atlantic,0,0,2,$25000 or more,south atlantic,more thn once wk,very happy,NA,4,1,1,0,NA,0,0,NA,0,1,0,0,1,0,0,0,0,0
1998,working fulltime,46,no,iap,16,south atlantic,0,0,1,$25000 or more,south atlantic,more thn once wk,very happy,NA,6,1,1,0,NA,0,0,NA,0,1,0,0,1,0,0,0,0,0
1998,keeping house,32,no,yes,11,south atlantic,0,0,0,$25000 or more,south atlantic,every week,very happy,yes,3,1,1,0,NA,1,0,NA,0,0,0,0,1,0,0,0,0,NA
1998,working fulltime,45,NA,iap,12,south atlantic,0,0,0,$25000 or more,south atlantic,sevrl times a yr,pretty happy,NA,2,0,0,0,NA,1,0,NA,1,0,0,0,1,0,0,0,0,0
1998,keeping house,43,yes,iap,12,south atlantic,1,1,0,$25000 or more,south atlantic,more thn once wk,very happy,iap,2,1,0,0,NA,1,0,NA,0,1,0,0,1,0,0,0,0,NA
1998,working fulltime,40,no,iap,12,e. nor. central,0,1,0,$25000 or more,e. nor. central,once a year,very happy,yes,2,1,1,0,NA,0,0,NA,0,0,0,0,1,0,0,0,0,NA
1998,working fulltime,30,no,iap,12,e. nor. central,0,0,0,$25000 or more,e. nor. central,nrly every week,pretty happy,yes,NA,0,1,0,NA,0,0,NA,0,1,0,0,1,0,0,0,0,0
1998,working fulltime,53,NA,yes,20,e. nor. central,0,0,0,$25000 or more,e. nor. central,lt once a year,very happy,iap,1,1,1,0,NA,0,0,NA,0,0,0,0,1,0,0,0,0,NA
1998,keeping house,51,yes,iap,12,e. nor. central,0,0,0,$25000 or more,e. nor. central,2-3x a month,pretty happy,iap,4,0,1,0,NA,1,0,NA,1,0,0,0,1,0,0,0,0,NA
1998,retired,49,yes,NA,12,e. nor. central,0,0,0,NA,e. nor. central,2-3x a month,very happy,NA,4,1,0,0,NA,0,0,NA,1,0,0,0,1,0,0,0,0,0
1998,working parttime,46,no,NA,12,e. nor. central,0,0,0,$25000 or more,e. nor. central,nrly every week,very happy,yes,1,1,1,0,NA,1,0,NA,0,1,0,0,1,0,0,0,0,0
1998,working fulltime,47,NA,iap,12,e. nor. central,0,1,0,$25000 or more,e. nor. central,once a month,pretty happy,NA,4,0,1,0,NA,0,0,NA,1,0,0,0,1,0,0,0,0,0
1998,retired,47,NA,yes,10,e. nor. central,0,0,0,$25000 or more,e. nor. central,never,very happy,yes,4,1,1,0,NA,0,0,NA,0,0,0,0,1,0,0,0,0,0
1998,working fulltime,35,NA,NA,12,e. nor. central,0,0,0,$10000 - 14999,e. nor. central,sevrl times a yr,pretty happy,iap,2,0,0,0,NA,0,0,NA,1,0,0,0,1,0,0,0,0,NA
1998,working fulltime,42,no,iap,12,e. nor. central,1,0,0,$25000 or more,e. nor. central,once a year,very happy,NA,3,1,0,0,NA,1,0,NA,0,0,0,0,1,0,0,0,0,0
1998,working fulltime,46,NA,iap,10,w. nor. central,0,2,0,$20000 - 24999,e. nor. central,once a year,pretty happy,iap,NA,0,0,0,NA,1,0,NA,0,0,0,0,1,0,0,0,0,1
1998,keeping house,NA,NA,yes,9,e. nor. central,0,0,0,$5000 to 5999,e. nor. central,never,pretty happy,NA,2,0,1,0,NA,1,0,NA,0,0,0,0,1,0,0,0,0,0
1998,retired,47,no,NA,13,w. nor. central,0,0,0,$25000 or more,e. nor. central,every week,pretty happy,yes,NA,0,1,0,NA,0,0,NA,0,0,0,0,1,0,0,0,0,0
1998,working fulltime,65,NA,iap,18,w. nor. central,0,0,0,$20000 - 24999,e. nor. central,nrly every week,pretty happy,iap,1,0,1,0,NA,1,0,NA,0,1,0,0,1,0,0,0,0,NA
1998,keeping house,66,no,NA,15,e. nor. central,0,0,0,$20000 - 24999,e. nor. central,sevrl times a yr,pretty happy,iap,6,0,1,0,NA,1,0,NA,1,0,0,0,1,0,0,0,0,NA
1998,retired,73,no,iap,16,e. nor. central,0,0,0,$25000 or more,e. nor. central,lt once a year,pretty happy,NA,2,0,0,0,NA,0,0,NA,0,0,0,0,1,0,0,0,0,0
1998,working fulltime,46,NA,NA,12,e. nor. central,0,0,0,$15000 - 19999,e. nor. central,once a year,pretty happy,NA,2,0,0,0,NA,1,0,NA,0,0,0,0,1,0,0,0,0,0
1998,working fulltime,51,no,iap,17,south atlantic,0,0,0,$25000 or more,e. nor. central,NA,pretty happy,yes,0,0,1,0,NA,1,0,NA,NA,NA,0,0,1,0,0,0,0,NA
1998,keeping house,35,no,NA,10,e. nor. central,0,0,0,$25000 or more,e. nor. central,more thn once wk,not too happy,NA,4,0,1,0,NA,1,0,NA,0,1,0,0,1,0,0,0,0,0
1998,retired,35,no,NA,12,e. nor. central,0,0,0,NA,e. nor. central,never,pretty happy,yes,9,0,1,0,NA,1,0,NA,0,0,0,0,1,0,0,0,0,NA
1998,working fulltime,57,NA,iap,14,e. nor. central,0,0,0,$25000 or more,e. nor. central,sevrl times a yr,pretty happy,NA,2,0,0,0,NA,1,0,NA,1,0,0,0,1,0,0,0,0,0
1998,working fulltime,36,yes,iap,14,foreign,0,1,1,$25000 or more,e. nor. central,every week,pretty happy,yes,1,0,1,0,NA,1,0,NA,0,0,0,0,1,0,0,0,0,1
1998,working fulltime,64,NA,NA,20,e. nor. central,0,0,0,$25000 or more,e. nor. central,never,not too happy,yes,NA,0,1,0,NA,0,0,NA,0,0,0,0,1,0,0,0,0,0
1998,working fulltime,51,no,iap,14,e. nor. central,0,0,0,$25000 or more,e. nor. central,lt once a year,pretty happy,NA,1,0,1,0,NA,0,0,NA,0,0,0,0,1,0,0,0,0,0
1998,working parttime,42,NA,NA,13,e. nor. central,0,0,0,$10000 - 14999,e. nor. central,lt once a year,pretty happy,NA,2,0,1,0,NA,1,0,NA,0,0,0,0,1,0,0,0,0,0
1998,working fulltime,35,NA,iap,12,e. nor. central,0,0,0,$25000 or more,e. nor. central,lt once a year,pretty happy,yes,2,0,1,0,NA,0,0,NA,0,0,0,0,1,0,0,0,0,NA
1998,working fulltime,45,no,iap,12,e. nor. central,0,0,1,$25000 or more,e. nor. central,never,pretty happy,NA,3,0,1,0,NA,0,0,NA,0,0,0,0,1,0,0,0,0,0
1998,working fulltime,32,NA,iap,12,e. nor. central,0,0,1,$20000 - 24999,e. nor. central,lt once a year,very happy,yes,1,1,1,0,NA,1,0,NA,0,0,0,0,1,0,0,0,0,NA
1998,working fulltime,31,NA,NA,11,e. sou. central,0,0,2,$15000 - 19999,e. nor. central,every week,pretty happy,iap,4,0,0,0,NA,0,0,NA,0,0,0,0,1,0,0,0,0,NA
1998,working fulltime,43,NA,NA,12,e. nor. central,0,0,0,$25000 or more,e. nor. central,never,pretty happy,NA,1,0,1,0,NA,0,0,NA,0,0,0,0,1,0,0,0,0,0
1998,temp not working,52,no,iap,12,e. nor. central,0,0,1,$25000 or more,e. nor. central,lt once a year,not too happy,yes,6,0,0,0,NA,0,0,NA,0,0,0,0,1,0,0,0,0,1
1998,working parttime,34,yes,iap,12,e. nor. central,0,0,1,$25000 or more,e. nor. central,more thn once wk,very happy,yes,NA,1,1,0,NA,1,0,NA,0,1,0,0,1,0,0,0,0,0
1998,working fulltime,44,NA,iap,12,e. nor. central,1,0,0,$25000 or more,e. nor. central,never,pretty happy,NA,5,0,0,0,NA,0,0,NA,0,0,0,0,1,0,0,0,0,0
1998,working fulltime,22,no,yes,11,e. nor. central,0,0,1,$25000 or more,e. nor. central,more thn once wk,very happy,yes,0,1,1,0,NA,1,0,NA,0,1,0,0,1,0,0,0,0,NA
1998,retired,39,no,NA,2,e. nor. central,0,0,0,$4000 to 4999,e. nor. central,nrly every week,pretty happy,iap,5,0,1,0,NA,1,0,NA,0,1,0,0,1,0,0,0,0,NA
1998,retired,29,yes,NA,12,e. nor. central,0,0,0,$15000 - 19999,e. nor. central,never,pretty happy,iap,2,0,1,0,NA,1,0,NA,0,0,0,0,1,0,0,0,0,0
1998,retired,46,yes,iap,11,e. nor. central,0,0,0,$10000 - 14999,e. nor. central,lt once a year,very happy,NA,6,1,1,0,NA,0,0,NA,0,0,0,0,1,0,0,0,0,0
1998,retired,23,yes,iap,11,e. nor. central,0,0,0,$20000 - 24999,e. nor. central,lt once a year,pretty happy,iap,3,0,0,0,NA,0,0,NA,0,0,0,0,1,0,0,0,0,NA
1998,keeping house,NA,NA,NA,14,e. nor. central,0,0,0,$20000 - 24999,e. nor. central,never,not too happy,iap,12,0,0,0,NA,0,0,NA,0,0,0,0,1,0,0,0,0,0
1998,working fulltime,44,yes,iap,12,e. nor. central,0,0,0,$25000 or more,e. nor. central,lt once a year,pretty happy,NA,2,0,1,0,NA,1,0,NA,0,0,0,0,1,0,0,0,0,0
